dim_is_requested	ds_night	ds	id_listing_anon	id_user_anon	m_effective_daily_price	m_pricing_cleaning_fee	dim_market	dim_lat	dim_lng	dim_room_type	dim_person_capacity	dim_is_instant_bookable	m_checkouts	m_reviews	days_since_last_booking	cancel_policy	image_quality_score	m_total_overall_rating	m_professional_pictures	dim_has_wireless_internet	ds_night_day_of_week	ds_night_day_of_year	ds_checkin_gap	ds_checkout_gap	occ_occupancy_plus_minus_7_ds_night	occ_occupancy_plus_minus_14_ds_night	occ_occupancy_trailing_90_ds	m_minimum_nights	m_maximum_nights	price_booked_most_recent	p2_p3_click_through_score	p3_inquiry_score	listing_m_listing_views_2_6_ds_night_decay	general_market_m_unique_searchers_0_6_ds_night	general_market_m_contacts_0_6_ds_night	general_market_m_reservation_requests_0_6_ds_night	general_market_m_is_booked_0_6_ds_night	m_available_listings_ds_night	kdt_score	r_kdt_listing_views_0_6_avg_n100	r_kdt_n_active_n100	r_kdt_n_available_n100	r_kdt_m_effective_daily_price_n100_p50	r_kdt_m_effective_daily_price_available_n100_p50	r_kdt_m_effective_daily_price_booked_n100_p50
false	2015-05-31	2015-05-01	73b5772e-6180-4375-a0fa-8b49af970a2f	6f626675-6d7b-4fd3-ba5b-308c26087847	69.0	0.0	Los Angeles	34.1542	-118.435074	Private room	2	false	15	10	31	5	0.875136	50	0	1	0	151	1	7	0.4	0.5517241379310345	0.9431818181818182	1	1125	37	NULL	NULL	0.0	1094.2857142857142	311.2857142857143	47.42857142857143	1.0	9650	1.2083333730697632	2.2918367346938773	39	24	77.5	75.0	75.0
false	2015-06-07	2015-05-08	6de99864-2d50-4ace-baa5-cb5af3beb14f	41e7ea09-669f-4a76-895a-f7df3246df0c	1100.0	0.0	Los Angeles	33.98261	-118.46727	Entire home/apt	8	false	2	1	31	4	0.942536	5	0	1	0	158	7	7	0.0	0.0	0.02564102564102564	1	1125	1100	NULL	NULL	0.19999999999999998	1544.0	304.0	39.0	0.7142857142857143	9527	1.3859648704528809	5.413265306122449	109	69	215.0	235.5	159.0
true	2015-06-14	2015-05-15	3c7cd1c8-de2f-418f-a42b-effa508d8cb7	0f6281e4-aabd-412d-8a92-f0a791ac91ec	34.8	0.0	Los Angeles	34.17379	-118.38221	Private room	2	false	1	0	282	4	0.51977	0	0	1	0	165	7	7	0.0	0.0	0.0	2	30	34	NULL	NULL	0.9333333333333332	1781.142857142857	428.14285714285717	64.14285714285714	0.8571428571428571	8715	1.375	3.9183673469387736	68	37	69.0	72.5	65.0
true	2015-06-15	2015-05-16	12ba409a-f28c-4163-a0f8-0fe7e25f4286	0a34627c-6fdf-4858-a895-4cb5dcae7d88	55.708333333333336	45.0	Los Angeles	34.046703	-118.45463	Private room	3	false	7	5	69	5	0.345125	19	0	1	1	166	7	7	0.0	0.0	0.9066666666666666	3	1125	56	NULL	NULL	0.06666666666666667	1804.2857142857142	443.14285714285717	60.42857142857143	0.8571428571428571	8824	2.0212767124176025	2.515306122448979	30	19	80.0	80.0	89.0
false	2015-06-25	2015-05-26	c4f2a179-0877-474b-a20d-73b59490f015	0ee83c5c-0114-4fc9-b832-a2cc8563416c	225.0	150.0	Los Angeles	33.827484	-118.38525	Entire home/apt	5	false	0	0	NULL	5	NULL	0	0	1	4	176	5	7	0.0	0.0	0.0	1	1125	NULL	NULL	NULL	0.0	1695.4285714285713	427.42857142857144	59.142857142857146	0.8571428571428571	8682	1.3448275327682495	1.7653061224489797	40	16	159.0	175.0	150.0
true	2015-06-26	2015-05-27	3657ffc5-4bae-459d-8229-0b75f8d6ead2	6d97e41b-a4c8-4e4a-98df-817b10302aff	99.0	0.0	Los Angeles	34.074924	-118.2659	Entire home/apt	2	true	49	32	4	4	0.053801	143	0	1	5	177	3	7	0.08333333333333333	0.5	0.7628865979381443	1	10	95	NULL	NULL	2.4000000000000004	1765.857142857143	420.14285714285717	61.42857142857143	0.8571428571428571	8551	1.4722222089767456	3.877551020408163	71	34	119.5	120.0	110.0
true	2015-06-27	2015-05-28	959b92e5-4f04-4aaa-8d3f-578d62c4635e	3d14f2ae-1cc1-4276-8cca-96ea1496f10c	70.0	35.0	Los Angeles	34.081165	-118.25369	Entire home/apt	2	true	6	3	6	3	NULL	11	0	1	6	178	1	1	0.42857142857142855	0.38461538461538464	0.0	3	14	70	NULL	NULL	0.0	1772.2857142857142	445.7142857142857	63.42857142857143	0.8571428571428571	8502	1.7021276950836182	4.1938775510204085	120	50	135.0	135.0	135.0
false	2015-07-02	2015-06-02	586ecd33-858e-4978-9971-5c1463f1f838	a9134b40-23fc-4318-921b-07f689997cfb	130.0	80.0	Los Angeles	34.149475	-118.14725	Entire home/apt	3	false	1	1	60	5	0.113302	5	0	1	4	183	4	2	0.4166666666666667	0.631578947368421	0.0	10	365	107	NULL	NULL	0.0	1833.7142857142858	404.2857142857143	62.285714285714285	0.8571428571428571	8676	2.0	1.1564625850340136	62	26	137.0	130.0	130.0
false	2015-07-08	2015-06-08	8b891076-bf73-476f-8ab5-2606b6048fb3	4fd79509-c237-41ef-b9ec-aefca5b086c7	880.0	200.0	Los Angeles	34.177776	-118.57012	Entire home/apt	16	false	26	12	13	5	0.714934	55	0	1	3	189	0	1	0.42857142857142855	0.3333333333333333	0.3770491803278688	1	365	750	NULL	NULL	1.2	1767.5714285714287	443.42857142857144	67.0	1.0	8877	1.0701754093170166	1.795918367346939	37	20	139.0	139.0	95.0
true	2015-07-09	2015-06-09	aa20104c-fc1d-49d0-9247-58e5f52f1389	c5adfcf6-3ada-4c5f-be18-8d9628c3a7cf	228.625	150.0	Los Angeles	34.09759	-118.25488	Entire home/apt	2	false	52	25	2	5	NULL	124	10	1	4	190	4	7	0.2	0.2222222222222222	0.6470588235294118	3	30	250	NULL	NULL	2.9999999999999996	1800.857142857143	461.2857142857143	72.14285714285714	1.0	8740	1.3541666269302368	3.897959183673468	123	55	135.0	141.0	140.0
true	2015-07-13	2015-06-13	d7279d90-c7f2-4888-a49f-0331b63ace1f	b78ce353-7bfb-40f6-b974-36909a9b4e64	40.0	0.0	Los Angeles	34.025337	-118.40642	Shared room	1	false	19	13	3	4	0.021288	65	0	1	1	194	7	7	0.0	0.0	0.3829787234042553	1	1125	36	NULL	NULL	0.8666666666666668	1761.2857142857142	488.7142857142857	65.28571428571429	1.0	8506	1.4390244483947754	0.8163265306122449	9	6	42.5	45.0	47.0
true	2015-07-21	2015-06-21	fb1cd34a-a865-40e5-beb6-ca8de48847cc	630fedd1-70f3-4ff7-92f3-e7a7efa61ec4	664.0	80.0	Los Angeles	34.03829	-118.5242	Entire home/apt	5	true	16	11	219	5	0.929574	45	21	1	2	202	7	7	0.0	0.0	0.0	2	1125	670	NULL	NULL	0.3333333333333333	1844.4285714285713	501.14285714285717	71.28571428571429	1.0	7965	1.982456088066101	5.5816326530612255	106	49	300.0	299.5	225.0
false	2015-08-06	2015-07-07	8c3d9ae5-bd29-4d8e-a0d5-db00e7e44fe4	7dd74971-88c1-4c61-be03-cb8132d338aa	90.0	37.22916793823242	Los Angeles	33.79692	-118.14505	Private room	2	false	1	0	312	4	NULL	0	0	1	4	218	7	7	0.0	0.0	0.0	1	99	72	NULL	NULL	0.5333333333333333	1903.7142857142858	500.0	71.28571428571429	1.0	8409	1.362069010734558	5.205442176870748	70	39	65.0	68.5	57.0
true	2015-08-11	2015-07-12	64427879-28f3-42bd-a5d7-9a3ee36137b1	f495f1ad-0d45-49cd-a113-7d47f01730b4	128.57142857142858	100.0	Los Angeles	34.062943	-118.41047	Entire home/apt	1	false	2	1	104	5	0.160875	3	0	1	2	223	7	7	0.0	0.0	0.0	7	30	150	NULL	NULL	0.0	1872.0	415.57142857142856	64.57142857142857	0.8571428571428571	8645	1.4615384340286255	5.094897959183675	78	37	160.0	169.5	180.0
true	2015-08-13	2015-07-14	0f5d544c-a9c7-4357-a3c2-bc5844bd46dc	bf18f0e0-78c0-4b85-984f-61cb9caea9db	68.56	80.0	Los Angeles	34.09183	-118.368866	Private room	2	true	0	0	46	5	0.315325	0	0	1	4	225	7	7	0.0	0.0	0.3522727272727273	14	120	52	NULL	NULL	0.3333333333333333	2136.8571428571427	560.1428571428571	85.57142857142857	1.0	8504	1.8285714387893677	0.6326530612244897	33	23	90.0	93.5	85.0
true	2015-08-15	2015-07-16	d471843f-a665-4e32-8a7a-3c1f8d859c6f	1dba1b6c-cb61-4750-9494-f97911c540b1	108.0	50.0	Los Angeles	34.036808	-118.328926	Entire home/apt	3	false	22	17	17	5	0.970997	82	16	1	6	227	2	0	0.6666666666666666	0.6	0.7638888888888888	3	60	113	NULL	NULL	0.0	2226.714285714286	569.2857142857143	97.85714285714286	1.0	8667	1.4444444179534912	1.346938775510204	45	16	100.0	150.0	90.0
false	2015-09-27	2015-08-28	6d6368df-5ce6-45f1-9c8b-4d768d660021	2ec8125b-31f9-4f47-a83c-79fac1090936	49.0	25.0	Los Angeles	33.817265	-118.334435	Private room	2	false	0	0	NULL	4	0.623711	0	0	1	0	270	7	7	0.0	0.0	NULL	2	1125	NULL	0.23469387755102042	NULL	NULL	1717.857142857143	428.2857142857143	78.71428571428571	1.0	10769	1.1551724672317505	3.4795918367346927	68	49	60.0	62.5	52.0
false	2015-09-30	2015-08-31	9d94b505-529e-4dc6-a40e-b921fd750fa8	b8a3b564-05bf-4dfe-b6f7-34e964cec289	39.0	5.0	Los Angeles	33.799294	-118.122604	Shared room	2	true	40	28	13	4	0.398584	134	10	1	3	273	7	7	0.0	0.0	0.4235294117647059	1	28	55	0.2217751651830067	NULL	0.0	1315.7142857142858	416.14285714285717	65.71428571428571	1.0	11049	0.8611111044883728	0.0	4	4	45.0	45.0	NULL
true	2015-10-20	2015-09-20	c147fd30-642f-4338-8175-271b61395b77	7d9392cd-1e48-48cf-a368-76db44b23e12	239.0	0.0	Los Angeles	33.99706	-118.46821	Entire home/apt	5	false	185	118	0	5	0.916381	526	11	1	2	293	5	7	0.13333333333333333	0.20689655172413793	0.9080459770114943	2	365	222	0.1803136252186781	0.21131552917903065	0.0	1449.857142857143	356.2857142857143	58.857142857142854	1.0	11867	0.8275862336158752	2.5510204081632653	88	50	159.0	156.0	115.0
false	2015-10-24	2015-09-24	7cfa3b14-7828-4a41-9914-583b1893b222	bdfffcd5-29ce-46f6-9533-b6dd3033b8ab	175.0	60.0	Los Angeles	33.99819	-118.471565	Private room	2	false	0	0	NULL	5	0.702679	0	12	1	6	297	7	7	0.0	0.0	0.0	3	1125	NULL	0.1595744680851064	0.20051282051282052	0.0	1637.2857142857142	402.85714285714283	75.85714285714286	1.0	11325	0.9655172228813171	0.5918367346938774	33	23	100.0	102.5	75.0
false	2015-10-25	2015-09-25	0c48f40c-cd62-477b-9cb5-246ec21c52e9	95fd228d-9a88-4908-b0f4-35c67b5daceb	79.0	0.0	Los Angeles	34.2137	-118.406204	Private room	2	false	4	1	278	4	0.577308	5	0	1	0	298	7	7	0.0	0.0	0.0	3	90	79	0.22826086956521738	0.2067741935483871	0.0	1464.857142857143	407.0	78.85714285714286	1.0	11716	0.4285714328289032	0.9183673469387756	47	36	68.0	69.0	60.0
false	2015-10-30	2015-09-30	599bb24f-24b7-470f-9a85-312b46ef79ff	779afbd3-b6bc-4030-869b-da3a3fff51d4	45.0	30.0	Los Angeles	34.07938	-118.10301	Private room	2	false	40	21	13	4	0.312112	88	0	1	5	303	7	1	0.4	0.3448275862068966	0.9	2	1125	45	0.15771618911198207	0.17165501165501165	0.06666666666666667	1511.142857142857	373.0	66.57142857142857	1.0	11685	0.9333333373069763	2.530612244897959	63	50	59.5	59.0	41.0
true	2015-11-04	2015-10-05	07e208aa-b5a3-48c6-a491-72cbbd21bfb6	7eda34a9-a686-4400-a710-47b9e42726ce	563.75	200.0	Los Angeles	33.97529	-118.46339	Entire home/apt	6	false	5	4	6	4	0.94395	20	0	1	3	308	7	2	0.26666666666666666	0.13793103448275862	0.375	2	1125	770	0.15539810346520466	0.32666666666666666	0.8000000000000002	1342.0	365.7142857142857	53.57142857142857	1.0	12460	1.1470588445663452	3.265306122448979	98	65	249.0	260.0	210.0
false	2015-11-11	2015-10-12	cbc025b1-b7d5-41ed-bb8b-a0541efdd681	27765b77-1443-41a0-a75a-7df03cacb4b8	35.0	0.0	Los Angeles	34.018715	-118.31307	Shared room	10	true	6	4	74	5	0.536985	16	0	1	3	315	7	7	0.0	0.0	0.0410958904109589	14	1125	30	0.23170731707317074	0.1299463327370304	0.26666666666666666	1296.7142857142858	340.42857142857144	49.285714285714285	1.0	12646	0.23076923191547394	0.4081632653061224	44	31	35.0	35.0	NULL
false	2015-12-07	2015-11-07	bf5e93b1-26af-4c8f-9a5c-619aad2987e9	cea438b6-7038-41ef-ac72-5207fd35b1f1	159.0	80.0	Los Angeles	34.09738	-118.34596	Entire home/apt	5	false	87	48	27	5	0.770583	214	15	1	1	341	5	4	0.3333333333333333	0.5517241379310345	0.6704545454545454	3	1125	169	0.1996936798095703	0.2395755968169761	0.0	1180.857142857143	267.14285714285717	43.0	1.0	13781	0.5454545617103577	3.244897959183672	115	82	130.0	135.0	112.5
true	2015-12-15	2015-11-15	94613931-8ff1-4643-8a55-3d0e071a48b3	7c33de58-059c-4fb5-9c5a-e50b4b134730	210.0	150.0	Los Angeles	34.012173	-118.42195	Entire home/apt	6	false	0	0	NULL	5	0.999451	0	0	1	2	349	2	7	0.0	0.0	0.0	1	1125	NULL	0.2929235403878348	0.19446153846153846	0.0	1162.5714285714287	257.85714285714283	36.57142857142857	1.0	13905	0.6153846383094788	1.3537414965986392	78	43	155.0	155.0	116.0
false	2015-12-20	2015-11-20	323f0dd9-6698-4302-9beb-73a7c3f69e99	38da2d64-f64e-41ec-8968-0d566de21f00	115.0	20.0	Los Angeles	34.104713	-118.347786	Private room	2	false	1	0	466	5	0.943667	0	26	1	0	354	7	7	0.0	0.0	0.0	1	30	115	0.2872340425531915	0.04028571428571429	0.0	1330.4285714285713	323.0	56.285714285714285	1.0	13459	1.8809523582458496	0.6598639455782312	36	23	75.0	80.0	56.0
false	2015-12-21	2015-11-21	9e08985b-099a-41f9-8808-5b148a5c66fd	a8da1f4f-efce-4739-923b-403454716e99	93.0	55.0	Los Angeles	34.091434	-118.26781	Entire home/apt	3	false	18	14	1	4	0.869811	67	0	1	1	355	7	3	0.26666666666666666	0.3793103448275862	0.9285714285714286	1	1125	78	0.20129896580487833	0.11461538461538462	0.06666666666666667	1353.5714285714287	326.2857142857143	59.142857142857146	1.0	13401	0.7272727489471436	3.1224489795918364	100	47	136.0	132.5	135.0
false	2015-01-01	2014-12-02	391b2467-4076-4567-8849-b307f79a5d99	3f2a188f-bc00-4dc6-8b2d-3f758ceeddb5	623.0451777510858	98.29428100585938	Paris	48.866177	2.328377	Entire home/apt	7	false	19	10	9	5	0.667277	42	36	1	4	1	0	7	NULL	NULL	0.4074074074074074	3	120	596	NULL	NULL	0.26666666666666666	2740.1428571428573	1453.857142857143	261.7142857142857	1.0	15642	1.03125	4.142857142857142	49	15	183.1752822588192	214.9505863241246	137.0699391052389
false	2015-01-02	2014-12-03	9ebc57ac-0fb9-4f61-ad1f-a7b47271b416	aaf6563f-2814-41b7-afac-b17a5a2ad167	92.03979870236836	0.0	Paris	48.87997	2.343615	Entire home/apt	4	false	36	31	201	3	0.490252	136	0	1	5	2	7	7	NULL	NULL	0.0	2	1125	124	NULL	NULL	2.066666666666667	2082.4285714285716	1003.8571428571429	188.57142857142858	1.0	17886	1.4186046123504639	4.198979591836735	117	52	118.15920103682426	118.15920103682426	136.81591699000703
false	2015-01-04	2014-12-05	92db29eb-4d79-480b-ba8b-3d663a622d18	47a902e9-acf1-4e32-a6b7-ba4b1b02b3dd	111.01927785644153	0.0	Paris	48.83921	2.262163	Entire home/apt	2	false	0	0	NULL	4	0.654132	0	0	1	0	4	7	7	NULL	NULL	0.0	1	1125	NULL	NULL	NULL	0.0	1288.4285714285713	563.0	102.71428571428571	1.0	19654	0.7857142686843872	1.5714285714285716	99	64	111.01927785644153	111.01927785644153	86.34832722167674
false	2015-01-05	2014-12-06	abfa11f4-302a-40a5-ab84-4302bc75009c	3dcf32e7-c94d-42cc-a2bf-ed6fde37f275	98.79348602639573	0.0	Paris	48.845142	2.439501	Private room	2	false	0	0	NULL	3	0.272023	0	0	1	1	5	7	7	NULL	NULL	0.0	2	1125	NULL	NULL	NULL	0.0	1236.142857142857	463.85714285714283	85.71428571428571	1.0	20340	1.75	0.08163265306122448	16	11	64.21576591715721	67.3030623554821	NULL
false	2015-01-09	2014-12-10	109b46f5-3294-4f7f-b281-8705669a50e5	b47cb660-43ec-41ec-95d6-e7e4c2035999	123.49185753299466	54.877716064453125	Paris	48.88435	2.375761	Entire home/apt	4	false	3	2	83	3	0.210029	10	0	1	5	9	7	7	NULL	NULL	0.045454545454545456	3	1125	138	NULL	NULL	0.13333333333333333	1250.4285714285713	439.0	80.42857142857143	1.0	21482	0.6470588445663452	1.5306122448979589	110	45	97.55856745106577	117.31726465634492	80.26970739644652
false	2015-01-09	2014-12-10	49ce7fad-3032-40f7-9338-0b16fe6aac16	f860c36b-c2dd-41da-9b49-f9731f83c80a	117.31726465634492	48.780189514160156	Paris	48.84399	2.229761	Entire home/apt	4	false	0	0	77	4	0.633467	0	0	1	5	9	4	7	NULL	NULL	0.06172839506172839	3	365	122	NULL	NULL	0.0	1250.4285714285713	439.0	80.42857142857143	1.0	21482	0.25	1.63265306122449	89	50	98.79348602639573	98.79348602639573	60.51101019116738
false	2015-01-12	2014-12-13	4b78951a-669b-4602-b6a4-ce816a094858	511af6ea-5c13-4245-86ca-0e95c6a3e51e	94.43457064867366	0.0	Paris	48.860577	2.302919	Private room	1	false	0	0	NULL	3	0.201406	0	0	0	1	12	7	7	NULL	NULL	0.0	30	365	NULL	NULL	NULL	0.0	1107.0	414.14285714285717	60.0	1.0	21426	0.7894737124443054	0.1836734693877551	15	11	102.5112115594155	102.5112115594155	80.76640910741827
false	2015-01-12	2014-12-13	9094fe85-d2d9-4c12-b0f9-d722c1d530f1	d03c5095-c3dc-40df-a52e-a87c9b7faf6a	93.19201050855953	0.0	Paris	48.86906	2.386001	Entire home/apt	4	false	0	0	NULL	4	0.135097	0	0	0	1	12	7	7	NULL	NULL	0.0	3	12	NULL	NULL	NULL	0.0	1107.0	414.14285714285717	60.0	1.0	21426	0.9523809552192688	1.4081632653061227	98	50	85.73664966787477	86.9792098079889	68.34080770627699
false	2015-01-16	2014-12-17	b9739e4e-f479-45c6-8869-2169c547aa4e	40325a07-693a-4ecf-b338-5d4cf1469427	237.12652734764612	48.48675537109375	Paris	48.84818	2.376078	Entire home/apt	5	false	30	21	7	4	0.58771	99	17	1	5	16	7	7	NULL	NULL	0.4696969696969697	2	15	234	NULL	NULL	0.0	1278.2857142857142	471.2857142857143	75.85714285714286	1.0	22171	0.4615384638309479	1.2653061224489794	118	54	114.81916061043917	117.31522931936176	112.32309190151658
